Prefix,Course Title,Section,Class Number,Days & Times,Bldg & Room
ENGLISH,402 [WRTG] [M] Technical and Professional Writing,23,07426,ARRGT,ARR ARR
ENGLISH,402 [WRTG] [M] Technical and Professional Writing,24,07427,ARRGT,ARR ARR
ENGLISH,402 [WRTG] [M] Technical and Professional Writing,25,07428,ARRGT,ARR ARR
ENGLISH,402 [WRTG] [M] Technical and Professional Writing,26,07720,"TU,TH9.10-10.25",BRYN 305
ENGLISH,402 [WRTG] [M] Technical and Professional Writing,27,07721,"TU,TH10.35-11.50",WEBS 17
ENGLISH,402 [WRTG] [M] Technical and Professional Writing,30,07735,ARRGT,ARR ARR
ENGLISH,402 [WRTG] [M] Technical and Professional Writing,31,08408,ARRGT,ARR ARR
ENGLISH,403 [WRTG] [M] Technical and Professional Writing ESL,01,09693,ARRGT,ARR ARR
ENGLISH,405 Advanced Professional Writing and Editing,01,15504,ARRGT,ARR ARR
ENGLISH,419 The Twentieth Century Novel,01,08017,ARRGT,ARR ARR
ENGLISH,443 Phonology,01,07429,"M,W,F13.10-14",SPRK G0045
ENGLISH,452 [M] Advanced Creative Writing: Poetry,01,09107,"TU,TH10.35-11.50",BRYN 305
ENGLISH,498 Internship,01,07433,ARRGT,ARR ARR
ENGLISH,498 Internship,02,07434,ARRGT,ARR ARR
ENGLISH,498 Internship,03,07435,ARRGT,ARR ARR
ENGLISH,498 Internship,04,07436,ARRGT,ARR ARR
ENGLISH,498 Internship,05,07437,ARRGT,ARR ARR
ENGLISH,499 Special Problems,01,07438,ARRGT,ARR ARR
ENGLISH,499 Special Problems,02,07439,ARRGT,ARR ARR
ENGLISH,499 Special Problems,03,07440,ARRGT,ARR ARR
ENGLISH,499 Special Problems,04,07441,ARRGT,ARR ARR
ENGLISH,499 Special Problems,05,07442,ARRGT,ARR ARR
ENGLISH,509 Seminar in Classical Rhetoric and its Influences,01,14708,TU14.55-17.25,SLOA 5
ENGLISH,512 Introduction to Graduate Study,01,09869,TH13.30-14.20,AVER 110
ENGLISH,543 Phonology,01,07430,"M,W,F13.10-14",SPRK G0045
ENGLISH,545 Graduate Student Writing Workshop,01,09303,ARRGT,ARR ARR
ENGLISH,545 Graduate Student Writing Workshop,02,15411,ARRGT,ARR ARR
ENGLISH,549 Seminar in 20th Century British Literature,01,09698,"TU,TH12.05-13.20",SLOA 5
ENGLISH,573 Seminar in American Literature,01,14710,W15.10-17.40,AVER 110
ENGLISH,590 Research in English Studies,01,07445,ARRGT,ARR ARR
ENGLISH,595 Topics in English,01,14711,TH14.55-17.25,AVER 110
ENGLISH,598 Teaching Apprenticeship,01,07451,ARRGT,ARR ARR
ENGLISH,598 Teaching Apprenticeship,02,07452,ARRGT,ARR ARR
ENGLISH,598 Teaching Apprenticeship,04,07454,ARRGT,ARR ARR
ENGLISH,598 Teaching Apprenticeship,05,07455,ARRGT,ARR ARR
ENGLISH,598 Teaching Apprenticeship,06,07456,ARRGT,ARR ARR
ENGLISH,598 Teaching Apprenticeship,07,07457,ARRGT,ARR ARR
ENGLISH,598 Teaching Apprenticeship,08,07458,ARRGT,ARR ARR
ENGLISH,598 Teaching Apprenticeship,09,07459,ARRGT,ARR ARR
ENGLISH,598 Teaching Apprenticeship,10,08246,ARRGT,ARR ARR
ENGLISH,600 Special Projects or Independent Study,01,05006,ARRGT,ARR ARR
ENGLISH,600 Special Projects or Independent Study,02,05007,ARRGT,ARR ARR
ENGLISH,"700 Master's Research, Thesis, and/or Examination",01,05008,ARRGT,ARR ARR
ENGLISH,"702 Master's Special Problems, Directed Study, and/or Examination",01,05009,ARRGT,ARR ARR
ENGLISH,"800 Doctoral Research, Dissertation, and/or Examination",01,05010,ARRGT,ARR ARR
ENGR,101 Success in Engineering Study,01,04629,"M,W15.10-16",TODD 216
ENGR,107 [QUAN] Introductory Mathematics for Engineering Applications,01,04630,"M,W,F13.10-14",WEBS 16
ENGR,107 [QUAN] Introductory Mathematics for Engineering Applications,01 Lab,04631,TU12.05-14.55,SPRK 227
ENGR,120 Innovation in Design,01 Lab,04633,TU9.10-11,SLOA 241
ENGR,120 Innovation in Design,02 Lab,04634,TU12.05-13.55,SLOA 241
ENGR,120 Innovation in Design,03 Lab,04635,TU15.10-17,SLOA 241
ENGR,120 Innovation in Design,04 Lab,04636,TH9.10-11,SLOA 241
ENGR,120 Innovation in Design,05 Lab,04637,TH12.05-13.55,SLOA 241
ENGR,120 Innovation in Design,06 Lab,04638,TH15.10-17,SLOA 241
ENGR,120 Innovation in Design,07 Lab,16459,TU9.10-11,ARR ARR
ENGR,120 Innovation in Design,08 Lab,16460,TU12.05-13.55,ARR ARR
ENGR,120 Innovation in Design,09 Lab,16461,TU15.10-17,ARR ARR
ENGR,120 Innovation in Design,10 Lab,16462,TH9.10-11,ARR ARR
ENGR,120 Innovation in Design,11 Lab,16463,TH12.05-13.55,ARR ARR
ENGR,120 Innovation in Design,12 Lab,16464,TH15.10-17,ARR ARR
ENGR,201 Metal Fabrication,01,05700,TU12.10-13,ELB 2
ENGR,201 Metal Fabrication,01 Lab,05702,"TU,TH13.10-16",ELB 2
ENGR,420 Multidisciplinary Engineering Design I,01,08466,"TU,TH10.35-11.50",ABEL 201
ENGR,420 Multidisciplinary Engineering Design I,02,09444,ARRGT,ARR ARR
ENGR,420 Multidisciplinary Engineering Design I,01 Lab,08576,ARRGT,ARR ARR
ENGR,420 Multidisciplinary Engineering Design I,02 Lab,09445,ARRGT,ARR ARR
ENGR,488 Professional Practice Coop/Internship I,01,08012,ARRGT,ARR ARR
ENGR,489 Professional Practice Coop/Internship II,01,08013,ARRGT,ARR ARR
ENGR,489 Professional Practice Coop/Internship II,02,09596,ARRGT,ARR ARR
ENTOM,103 [BSCI] Discover Insects: Laboratory for Non-Science Majors,01,05781,M14.10-17,VPBS 43
ENTOM,103 [BSCI] Discover Insects: Laboratory for Non-Science Majors,02,07669,M14.10-17,VPBS 35
ENTOM,103 [BSCI] Discover Insects: Laboratory for Non-Science Majors,04,07671,W14.10-17,VPBS 35
ENTOM,103 [BSCI] Discover Insects: Laboratory for Non-Science Majors,05,07672,TH9.10-12,VPBS 35
ENTOM,103 [BSCI] Discover Insects: Laboratory for Non-Science Majors,06,07673,TH12.10-15,VPBS 35
ENTOM,103 [BSCI] Discover Insects: Laboratory for Non-Science Majors,07,07674,F12.10-15,VPBS 35
ENTOM,103 [BSCI] Discover Insects: Laboratory for Non-Science Majors,08,07675,F14.10-17,VPBS 31
ENTOM,103 [BSCI] Discover Insects: Laboratory for Non-Science Majors,09,07676,F9.10-12,VPBS 31
ENTOM,103 [BSCI] Discover Insects: Laboratory for Non-Science Majors,10,10029,TH15.10-18,VPBS 35
ENTOM,361 Honey Bee Biology,01,07214,"M,W,F9.10-10",CLEV 30
ENTOM,361 Honey Bee Biology,02,07769,"M,W,F9.10-10",AMS ARR
ENTOM,361 Honey Bee Biology,03,08379,"M,W,F9.10-10",AMS ARR
ENTOM,361 Honey Bee Biology,04,08380,"M,W,F9.10-10",AMS ARR
ENTOM,490 Special Topics in Entomology,01,08896,M10.10-11,FSHN 354E
ENTOM,490 Special Topics in Entomology,02,10036,M10.10-11,AMS ARR
ENTOM,490 Special Topics in Entomology,03,10037,M10.10-11,AMS ARR
ENTOM,490 Special Topics in Entomology,04,10038,M10.10-11,AMS ARR
ENTOM,490 Special Topics in Entomology,05,10039,M10.10-11,AMS ARR
ENTOM,539 Taxonomic Entomology,01,14012,"M,W11.10-12",FSHN 354
ENTOM,539 Taxonomic Entomology,01 Lab,14013,"M,W14.10-17",FSHN 354E
ENTOM,555 Agricultural Chemical Technology for Crop Protection & Production,01,07215,ARRGT,ARR ARR
ENTOM,590 Special Topics in Entomology,01,08278,M10.10-11,FSHN 354E
ENTOM,590 Special Topics in Entomology,02,10014,M10.10-11,AMS ARR
ENTOM,590 Special Topics in Entomology,03,10015,M10.10-11,AMS ARR
ENTOM,590 Special Topics in Entomology,04,10016,M10.10-11,AMS ARR
ENTOM,590 Special Topics in Entomology,05,10017,M10.10-11,AMS ARR
ENTOM,593 Seminar,01,05783,M16.10-17.30,FSHN 164
ENTOM,593 Seminar,02,05784,M16.10-17.30,AMS ARR
ENTOM,593 Seminar,03,05785,M16.10-17.30,AMS ARR
ENTOM,"700 Master's Research, Thesis, and/or Examination",01,05786,ARRGT,ARR ARR
ENTOM,"700 Master's Research, Thesis, and/or Examination",02,05787,ARRGT,ARR ARR
ENTOM,"700 Master's Research, Thesis, and/or Examination",03,05788,ARRGT,ARR ARR
ENTOM,"700 Master's Research, Thesis, and/or Examination",04,05789,ARRGT,ARR ARR
ENTOM,"700 Master's Research, Thesis, and/or Examination",05,05790,ARRGT,ARR ARR
ENTOM,"700 Master's Research, Thesis, and/or Examination",06,05791,ARRGT,ARR ARR
ENTOM,"700 Master's Research, Thesis, and/or Examination",07,05792,ARRGT,ARR ARR
ENTOM,"700 Master's Research, Thesis, and/or Examination",08,05793,ARRGT,ARR ARR
ENTOM,"700 Master's Research, Thesis, and/or Examination",09,05794,ARRGT,ARR ARR
ENTOM,"700 Master's Research, Thesis, and/or Examination",10,05795,ARRGT,ARR ARR
ENTOM,"700 Master's Research, Thesis, and/or Examination",11,05796,ARRGT,ARR ARR
ENTOM,"700 Master's Research, Thesis, and/or Examination",12,05797,ARRGT,ARR ARR
ENTOM,"700 Master's Research, Thesis, and/or Examination",13,05798,ARRGT,ARR ARR
ENTOM,"700 Master's Research, Thesis, and/or Examination",14,05799,ARRGT,ARR ARR
ENTOM,"702 Master's Special Problems, Directed Study, and/or Examination",01,07798,ARRGT,ARR ARR
ENTOM,"800 Doctoral Research, Dissertation, and/or Examination",01,05800,ARRGT,ARR ARR
ENTOM,"800 Doctoral Research, Dissertation, and/or Examination",02,05801,ARRGT,ARR ARR
ENTOM,"800 Doctoral Research, Dissertation, and/or Examination",03,05802,ARRGT,ARR ARR
ENTOM,"800 Doctoral Research, Dissertation, and/or Examination",04,05803,ARRGT,ARR ARR
ENTOM,"800 Doctoral Research, Dissertation, and/or Examination",05,05804,ARRGT,ARR ARR
ENTOM,"800 Doctoral Research, Dissertation, and/or Examination",06,05805,ARRGT,ARR ARR
ENTOM,"800 Doctoral Research, Dissertation, and/or Examination",07,05806,ARRGT,ARR ARR
ENTOM,"800 Doctoral Research, Dissertation, and/or Examination",08,05807,ARRGT,ARR ARR
ENTOM,"800 Doctoral Research, Dissertation, and/or Examination",09,05808,ARRGT,ARR ARR
ENTOM,"800 Doctoral Research, Dissertation, and/or Examination",10,05809,ARRGT,ARR ARR
ENTOM,"800 Doctoral Research, Dissertation, and/or Examination",11,05810,ARRGT,ARR ARR
ENTOM,"800 Doctoral Research, Dissertation, and/or Examination",12,05811,ARRGT,ARR ARR
ENTOM,"800 Doctoral Research, Dissertation, and/or Examination",13,08670,ARRGT,ARR ARR
ENTRP,426 Entrepreneurial Finance,01,07950,"TU,TH9.10-10.25",FNA 5062
ENTRP,485 [M] New Venture Planning,01,05229,"TU,TH10.35-11.50",SPRK 212
ENTRP,489 Entrepreneurial Management,01,05230,"M,W,F12.10-13",TODD 334
ENTRP,490 [M] Entrepreneurial Marketing,01,07624,"M,W,F8.10-9",SPRK 235
ENTRP,492 [CAPS] Small Business Strategy and Planning,01,09489,"M,W,F10.10-11",TODD 120
ENTRP,492 [CAPS] Small Business Strategy and Planning,02,15973,"M,W,F11.10-12",TODD 234
FIN,223 [QUAN] Personal Finance,01,05929,"TU,TH12.05-13.20",TODD 125
FIN,223 [QUAN] Personal Finance,02,08055,"TU,TH13.30-14.45",TODD 120
FIN,223 [QUAN] Personal Finance,03,08972,"TU,TH14.55-16.10",FNA 5062
FIN,223 [QUAN] Personal Finance,04,08973,"TU,TH16.20-17.35",FNA 5062
FIN,325 Introduction to Financial Management,01,04494,"TU,TH14.55-16.10",TODD 130
FIN,325 Introduction to Financial Management,02,04495,"M,W,F10.10-11",TODD 216
FIN,325 Introduction to Financial Management,03,04496,"M,W,F12.10-13",CUE 203
FIN,325 Introduction to Financial Management,04,04497,"M,W,F14.10-15",TODD 216
FIN,325 Introduction to Financial Management,05,04498,"TU,TH16.20-17.35",TODD 130
FIN,325 Introduction to Financial Management,07,08905,M15.10-18,TODD 439
FIN,330 Introduction to Financial Wellbeing,01,14841,"M,W,F11.10-12",TODD 303
FIN,345 Real Estate,01,05930,"M,W,F9.10-10",CUE 219
FIN,346 Washington Real Estate Regulations,01,08210,ARRGT,ARR ARR
FIN,350 Risk and Insurance,01,05931,"TU,TH10.35-11.50",TODD 216
FIN,425 [M] Intermediate Financial Management,01,05934,"TU,TH9.10-10.25",TODD 420
FIN,425 [M] Intermediate Financial Management,02,05935,"TU,TH10.35-11.50",TODD 420
FIN,427 [M] Investment Analysis,02,05937,"M,W,F13.10-14",TODD 420
FIN,430 Financial Plan Development,01,14843,"M,W,F13.10-14",TODD 234
FIN,437 [M] Cougar Investment Fund I,01,09512,"M,W,F10.10-11",TODD 330
FIN,456 Risk Management,01,05938,"TU,TH12.05-13.20",TODD 120
FIN,481 [M] International Finance,01,05939,"M,W,F12.10-13",TODD 311
FIN,500 Macroeconomic Theory I,01,04768,"M,W10.45-12",SPRK G0010
FIN,501 Microeconomic Theory I,01,04770,"M,W9.10-10.25",SPRK 212
FIN,510 Statistics for Economists,01,04773,"TU,TH9.10-10.25",HULB 23
FIN,512 Econometrics II,01,04775,"TU,TH10.35-11.50",HULB 23
FIN,594 Theory of Industrial Organization,01,04782,"TU,TH9.10-10.25",CLAR 147
FINE_ART,110 [ARTS] Drawing,02,09034,"TU,TH13.30-16",FNA 7024
FINE_ART,308 [M] Women Artists I,01,08512,"TU,TH12.05-13.20",SPRK 235
FINE_ART,320 Beginning Painting,01,09041,"TU,TH9.10-11.40",FNA 7016
FINE_ART,321 Intermediate Painting,01,09058,"TU,TH13.30-16",FNA 7016
FINE_ART,340 [ARTS] Ceramics,01,09044,"M,W9.10-11.40",FNA 4073
FINE_ART,340 [ARTS] Ceramics,02,09045,"TU,TH9.10-11.40",FNA 4073
FINE_ART,351 Intermediate Sculpture,01,09052,"TU,TH9.10-11.40",FNA 4013
FINE_ART,381 Beginning Photography,01,09049,"M,W13.25-15.55",FNA 7093
FINE_ART,381 Beginning Photography,02,09050,"TU,TH9.10-11.40",FNA 7093
FINE_ART,408 [CAPS] Art History Thesis,01,07363,ARRGT,ARR ARR
FINE_ART,423 Advanced Painting,01,08922,"TU,TH13.30-16",FNA 7016
FINE_ART,434 Time Based Media,01,14918,"M,W13.30-16",FNA 7086
FINE_ART,493 Senior Exhibit,01,07364,ARRGT,ARR ARR
FINE_ART,499 Special Problems,01,07366,ARRGT,ARR ARR
FINE_ART,510 Graduate Drawing,01,07368,ARRGT,ARR ARR
FINE_ART,511 Graduate Drawing,01,07369,ARRGT,ARR ARR
FINE_ART,512 Graduate Drawing,01,07370,ARRGT,ARR ARR
FINE_ART,520 Graduate Painting,01,07372,ARRGT,ARR ARR
FINE_ART,521 Graduate Painting,01,07373,ARRGT,ARR ARR
FINE_ART,522 Graduate Painting,01,07374,ARRGT,ARR ARR
FINE_ART,530 Graduate Digital Media,01,07375,ARRGT,ARR ARR
FINE_ART,531 Graduate Digital Media,01,07376,ARRGT,ARR ARR
FINE_ART,532 Graduate Digital Media,01,07377,ARRGT,ARR ARR
FINE_ART,540 Graduate Ceramics,01,07378,ARRGT,ARR ARR
FINE_ART,541 Graduate Ceramics,01,07379,ARRGT,ARR ARR
FINE_ART,542 Graduate Ceramics,01,07380,ARRGT,ARR ARR
FINE_ART,550 Graduate Sculpture,01,07381,ARRGT,ARR ARR
FINE_ART,551 Graduate Sculpture,01,07382,ARRGT,ARR ARR
FINE_ART,552 Graduate Sculpture,01,07383,ARRGT,ARR ARR
FINE_ART,555 Critical Practices,01,08624,"TU,TH13.30-16",FNA 5072A
FINE_ART,555 Critical Practices,02,14929,"TU,TH13.30-16",FNA 5072A
FINE_ART,555 Critical Practices,01 Lab,08812,ARRGT,ARR ARR
FINE_ART,570 Graduate Printmaking,01,07384,ARRGT,ARR ARR
FINE_ART,571 Graduate Printmaking,01,07385,ARRGT,ARR ARR
FINE_ART,572 Graduate Printmaking,01,07386,ARRGT,ARR ARR
FINE_ART,580 Graduate Photography,01,07387,ARRGT,ARR ARR
FINE_ART,581 Graduate Photography,01,07388,ARRGT,ARR ARR
FINE_ART,582 Graduate Photography,01,07389,ARRGT,ARR ARR
FINE_ART,"700 Master's Research, Thesis, and/or Examination",01,07391,ARRGT,ARR ARR
FOR_LANG,101 [DIVR] Introduction to the World of Languages,09,13173,ARRGT,ARR ARR
FOR_LANG,120 [DIVR] Introduction to Foreign Cultures,01,11954,"TU,TH10.35-11.50",CUE 319
FOR_LANG,495 Cooperative Education Internship,01,08244,ARRGT,ARR ARR
FRENCH,101 First Semester,01,09531,"M,TU,W,TH9.10-10",SPRK G0010
FRENCH,101 First Semester,02,06098,"M,TU,W,TH12.10-13",SPRK 339
FRENCH,102 Second Semester,01,06099,"M,TU,W,TH12.10-13",""
FRENCH,105 Elementary Conversation,01,06100,ARRGT,ARR ARR
FRENCH,110 [HUM] French/Francophone Film,01,11960,"M,W,F13.10-14",SPRK 227
FRENCH,203 Third Semester,01,09539,"M,W,F12.10-13",SPRK 212
FRENCH,203 Third Semester,01 Lab,06102,ARRGT,ARR ARR
FRENCH,204 Fourth Semester,01,08341,"M,W,F10.10-11",KIMB 101
FRENCH,204 Fourth Semester,01 Lab,08584,ARRGT,ARR ARR
FRENCH,205 Intermediate Conversation I,01,08251,ARRGT,ARR ARR
FRENCH,305 Intermediate Conversation II,01,08260,ARRGT,ARR ARR
FRENCH,307 Intermediate Speaking and Listening,01,11959,"M,W,F11.10-12",TDAD 276
FRENCH,361 [COMM] Advanced French for the Professions,01,08347,"TU,TH13.30-14.45",SPRK 323
FS,302 [M] Food Processing Lab,01,06169,M8.10-11,FSHN 103
FS,302 [M] Food Processing Lab,02,08815,M14.10-17,FSHN 103
FS,401 Topics in Food Science,01,14660,ARRGT,ARR ARR
FS,401 Topics in Food Science,02,07845,ARRGT,ARR ARR
FS,401 Topics in Food Science,03,09507,ARRGT,ARR ARR
FS,429 Dairy Processing,01,09120,"M,W,F11.10-12",FSHN 103
FS,430 Dairy Processing Lab,01,09124,M14.10-17,FSHN 140
FS,460 Food Chemistry,01,06170,"M,W,F10.10-11",JSNH C0107
FS,461 [M] Food Chemistry Laboratory,01,06171,W14.10-17,FSHN 140
FS,465 Wine Microbiology and Processing,01,06172,"M,W,F12.10-13",FSHN T0101
FS,466 Wine Microbiology and Processing Laboratory,01,08438,F14.10-17,FSHN 140
FS,495 Internship in Food Science,01,06175,ARRGT,ARR ARR
FS,495 Internship in Food Science,02,08139,ARRGT,ARR ARR
FS,496 Internship in a Winery,01,06176,ARRGT,ARR ARR
FS,499 Special Problems,01,06178,ARRGT,ARR ARR
FS,501 Topics in Food Science,01,14661,ARRGT,ARR ARR
FS,501 Topics in Food Science,03,16446,ARRGT,ARR ARR
FS,501 Topics in Food Science,04,07775,ARRGT,ARR ARR
FS,501 Topics in Food Science,05,07816,ARRGT,ARR ARR
FS,529 Dairy Processing,01,09121,"M,W,F11.10-12",FSHN 103
FS,530 Dairy Processing Lab,01,09125,M14.10-17,FSHN 140
FS,565 Wine Microbiology and Processing,01,06174,"M,W,F12.10-13",FSHN T0101
FS,"700 Master's Research, Thesis, and/or Examination",01,06180,ARRGT,ARR ARR
FS,"700 Master's Research, Thesis, and/or Examination",02,07776,ARRGT,ARR ARR
FS,"700 Master's Research, Thesis, and/or Examination",03,07777,ARRGT,ARR ARR
FS,"700 Master's Research, Thesis, and/or Examination",04,07778,ARRGT,ARR ARR
FS,"700 Master's Research, Thesis, and/or Examination",05,07779,ARRGT,ARR ARR
FS,"700 Master's Research, Thesis, and/or Examination",06,07780,ARRGT,ARR ARR
FS,"800 Doctoral Research, Dissertation, and/or Examination",01,06181,ARRGT,ARR ARR
FS,"800 Doctoral Research, Dissertation, and/or Examination",02,07786,ARRGT,ARR ARR
FS,"800 Doctoral Research, Dissertation, and/or Examination",03,07787,ARRGT,ARR ARR
FS,"800 Doctoral Research, Dissertation, and/or Examination",04,07788,ARRGT,ARR ARR
FS,"800 Doctoral Research, Dissertation, and/or Examination",05,07789,ARRGT,ARR ARR
FS,"800 Doctoral Research, Dissertation, and/or Examination",06,07790,ARRGT,ARR ARR
FS,"800 Doctoral Research, Dissertation, and/or Examination",07,07791,ARRGT,ARR ARR
GERMAN,101 First Semester,01,04662,"M,TU,W,TH11.10-12",FNA 5062
GERMAN,101 First Semester,02,04663,"M,TU,W,TH12.10-13",TODD 133
GERMAN,102 Second Semester,01,09533,"M,TU,W,TH14.10-15",KIMB 101
GERMAN,105 Elementary Conversation,01,04664,M16.10-17,THOM 21
GERMAN,203 Third Semester,01,04665,"M,W,F11.10-12",""
GERMAN,203 Third Semester,01 Lab,04666,ARRGT,ARR ARR
GERMAN,205 Intermediate Conversation I,01,04667,M16.10-17,THOM 24
GERMAN,499 Special Problems,01,04668,ARRGT,ARR ARR
